origin,heard,identical,read,time_transcription
Ooh! Ah! Okay!,yeah,False,True,1.4715684149996378
"Well, I went over to Kyles last night to pick up a few things and we got to reminiscing",well i we're in kyle's classmates hit a few things and we got to run in the,False,True,6.365186549999635
we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there. So,doctor most nine we realize the reason you're so angry with each other's because there's no feelings there,False,True,4.22095596199506
Oh just say it Kyle!,what does that imply all,False,True,2.11858696800482
Were gonna give it another try.,the another trap,False,True,1.8188569139892934
What about her whining and her constant need for attention?!,they had been whining in her closet in the bird's nest egg,False,True,4.2847339939908125
Im gonna work on that.,and the work on,False,True,1.1231510889920173
"Oh right, because youre so capable of change.",all right and ears of the will of change,False,True,2.214711430002353
"Yknow, he hums when he pees!",i don't have homes when it peaks,False,True,2.1052662919973955
I do know.,but you know,False,True,1.2169672900054138
"It makes him miss the bowl, but whatever.",knives and miserable well whatever,False,True,2.387120457002311
Were so sorry.,where does our sorry,False,True,2.333226235990878
"Thats all right, we-we dont need you. In fact, hey Im over it already.",that's all right we we don't need to arrive at all run run,False,True,2.505240983009571
"Yeah, and yknow what? I dont give a tiny rats ass.",you know how good i ransacked,False,True,4.221491226009675
"Yeah, were gonna go.",and yet our work ago,False,True,1.6717150680051418
"Im sorry. Ugh, Pheebs, you were, you were right about her. Yknow, she",i'm sorry for our two you're right about there,False,True,4.804926544995396
"Oh. Yknow, he hums while he does other stuff to.",no he hands lally does anders that you,False,True,2.438830183004029
"Yeah, we're better off without them.",so move better off without them,False,True,2.96709495500545
"And yknow, even if they break up again, youd better not let him in your sad mens club!",he had even if they break up again you better not let him in years and men's club,False,True,2.9186016470048344
Divorced mens club.,divorced men's club detail the trial,False,True,2.6810578370059375
Why isnt that valet back with my Porsche?,isn't that a hit right mind would have,False,True,4.450305809004931
Maybe because youve got the keys?,he says you've got the keys,False,True,3.1411044579872396
This is totally your fault!,but when the arrival,False,True,3.465470290990197
My fault?! You threatened the judge!,why won't you frightened of huh,False,True,2.55870021400915
"Well, you ripped the paper out of the court reporters machine!!",you were out where were the he,False,True,3.6844686190015636
Phoebe!,and now,False,True,1.574370482005179
Yeah?,,False,True,0.741578480010503
Have you seen Chandler?!,i'm shannon,False,True,1.8610745360056171
No! Why?,now why,False,True,1.303366266991361
The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!,the woman for the museum collins and it was a cancellation and we can move on our wedding and chandler,False,True,5.001184954991913
I know!,,False,True,0.734019345996785
How bad is this?,it can but really,False,True,2.3937556550081354
"Well for the regular guy, its bad, but Chandler, Oh dear God!",well the regular now it's back with shannon hold your guy,False,True,3.2894515419902746
I know! I know! And he totally freaked out and I cant find him anywhere!,and now i get fully prepared at wine anywhere,False,True,4.525875916995574
What are you gonna do?,why did it,False,True,1.5099229009938426
"Well, Im never gonna listen to you again, thats for sure!",oh i never want it to you and your sir,False,True,2.138023241990595
"""Yknow, harm can it do if you go and put your name down?""",you know the did you know and then,False,True,3.987531446997309
Rachel said that!,and as of now,False,True,2.946864365003421
Well Rachels not here!,oh i don't,False,True,1.7737525650009047
"Come on, come on.",one to who it,False,True,3.0940444910083897
"Damnit, damnit, damnit, damnit.",come and i belong to him a bill and,False,True,3.900467903993558
This is all your fault.,so you what role,False,True,1.4966460450086743
"This is supposed to be, like, the greatest day of my life, y'know?",get all the land and one half down my life,False,True,5.278653322005994
"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",it all and reward and i should do and don't forget that record you,False,True,5.484633592001046
The woman I love is having a baby today. I've been waiting for this just as much as you have.,the woman i love him a baby in any way that it is and you,False,True,3.696333642001264
"No no no, believe me.",mobile and wait whoa,False,True,1.6518607000034535
"No one has been waiting for this as much as I have, ok?",when it is much a viable,False,True,1.8733728410006734
And you know what the funny thing is?,and you went up on primenews,False,True,2.5187706389988307
"When this day is over, you get to go home with the baby, ok?",if there has or you get to go home with a baby okay,False,True,2.176438677997794
Where does that leave me?,in may,False,True,1.2735437270021066
You get to be the baby's father.,you get a baby's father,False,True,1.997964452006272
Everyone knows who you are.,what i'm to you why,False,True,1.223991777995252
Who am I?,oh i get is that it is not is that you,False,True,2.900611499993829
"There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",this now but i am not worried yeah,False,True,1.6829866650077747
Every day is Lesbian Lover Day.,you got a lot of great i'll lie,False,True,4.124580279996735
This is so great.,and now they're haiti,False,True,2.726471023997874
You wanna explain that?,to exploit monday,False,True,2.0547119330003625
"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",and why was going on the hemline gas left in my mother died in my stepfather weapons yale though i barely had enough pieces appearance in a one on one,False,True,8.185507763002533
And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,here is a little maybe you haven't we all care and the care that it's so nice that they're fighting over who gets to let them out front nine and born yet it is,False,True,6.445805370996823
And it's not even born yet.,nine four yen as,False,True,1.9286314769997261
"It's just, it's just the luckiest baby in the whole world.",is the last tuesday the hole warren,False,True,1.8140021229919512
"I'm sorry, you were fighting.",i'm sorry refining and,False,True,2.1219260899961228
"Okay, it's a typical New York City apartment. Two girls are just hanging out.",but it's a typical new york city apart to go to just hang out,False,True,3.399483504006639
"Hi, how are you doing Kelly?",i happen to believe sally i don't just bombing,False,True,3.371342889004154
"I'm doing just fine! God, Tiffany, you smell so great!",and to new snow so great,False,True,1.6061386639921693
It's my new perfume. Why don't you come closer where you can,it's my new perfume once you come closer were you can really appreciated,False,True,3.8050543110002764
"Oh, y'know Joey, you are sick!",no guns no eight few as six,False,True,2.968478986003902
This is disgusting!,contempt,False,True,1.0783428529975936
I'm not reading this!,the,False,True,2.7585574620025
What?! Wait-wait-wait! The handsome man was about to enter!!,one was it some one of the hut and what,False,True,3.6382390820072033
"All right, I'll give you this, Mr. Peanut is a better dresser.",i have given this subpoena is a better dressed,False,True,3.893965120994835
"I mean he's got the monocle, he's got the top hat...",i mean get mamma goes to the top hat,False,True,2.2213518930075224
You know he's gay?,and when day one,False,True,2.457191502995556
I just wanna clarify this: are you outing Mr. Peanut?,that is one where are those of you out in mr view,False,True,4.726998454003478
"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",can i gave you some light on everybody's opinion within eleven,False,True,6.124938038003165
Hi. Hi.,why,False,True,1.8717447650124086
What are you doing here?,we really quiet and calm,False,True,2.41405553300865
"Well, what?",why what,False,True,0.8144462700001895
What?,why,False,True,0.5186388750007609
What is it?,isn't it,False,True,0.9058194870012812
That she left you?,you left you,False,True,0.6150247159966966
That she likes women?,if you like,False,True,0.7720501339936163
That she left you for another woman that likes women?,when you've let you forgot what weitzman,False,True,2.2571592860040255
"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",a lot of viv is a man of war and cuomo would like to you,False,True,5.129120507001062
Then what?,why,False,True,1.1661658590019215
My first time with Carol was...,for first time around,False,True,3.401191666009254
What?,why,False,True,2.070218674998614
It was my,one is good for,False,True,2.5838235660048667
With Carol?  Oh.,with a gallon,False,True,1.715334613007144
"So in your whole life, you've only been with oneoh.",so in your whole life you want one,False,True,2.1088306729943724
"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",so we're not he wasn't created what is the good of i think,False,True,8.073094990002573
Hi. Where is everybody?,lives are ruined,False,True,2.300255889989785
"Oh, its already closed, Chris gave me the keys to lock up-what is wrong?",i'm sorry but i was getting these allowed in what is wrong,False,True,3.968917744990904
"My marriage, I think my marriage is um, is kinda over.",mona and i think in good use of good will know why,False,True,5.573018137991312
Oh no! Why?,don't don't worry,False,True,1.8349751929927152
"Cause Carols a lesbian.  And, and Im not one. And apparently its not a mix and match situation.",that room was being one man on moynihan movement was an nuts and to wait,False,True,13.457967801994528
"Oh my God! I dont believe it! Oh, you poor bunny.",that i don't know the i'm one end,False,True,8.143515236006351
Im an idiot.,affirmative,False,True,1.525498320988845
"I mean shoulda seen it, I mean Carol and Id be out and shed, shed see some beautiful woman, and, and shed be Ross y'know look at her, and Id think, God, my wife is cool!",tyrone would be o. k. to you to susan new one and engine to grow as a rule tomorrow but i think for,False,True,6.952713357008179
"Aw! Hey, do you think that Susan person is her lover?",no the biggest isn't hers in the latter,False,True,6.88335456099594
"Well, now I do!!",one why do,False,True,1.8766098370106192
Im sorry.,what,False,True,1.8346128319972195
Seven years.,trying to eat,False,True,2.6356157150003128
"I mean weve been together seven years, shes the only woman whos ever loved me, and the only woman Ive-Ive ever....",and in the hat and a seven years to ceiling windows along the only woman grew a,False,True,7.490584216007846
"Aw, God Ross. Oh.",so he's i'm,False,True,2.671717056000489
Ill do it.,i'll do it all you will,False,True,2.004073097006767
No you wont.,,False,True,0.48383014199498575
"Look he knows he did a terrible thing and I believe him, hes sorry.",oh no the terrible beringer unbelievably sorry we don't want more power to make,False,True,4.306848085994716
"But,  youve got one more apology to make, all right, youve got to apologize to Mary-Angela.",sorry we don't want to do it tonight the apologize marietta,False,True,3.1061797669972293
"Okay, absolutely!",okay absolutely,False,True,1.1854998859926127
All right.,a month,False,True,1.2913119669974549
Youve got it.,oh,False,True,1.456947576996754
"Cookie, now you can punch him!",and that you want,False,True,3.0621219589957036
What?!,and,False,True,0.8626805219973903
"All right, that's it, I quit.",i can't sit idly,False,True,1.8734339990041917
What? I didn't say anything.,we're that a thing,False,True,3.3898414819996106
"Yeah, but this  isn't the face of a person who trusts a person.",yeah but this isn't the face of a person who drives a person,False,True,2.840553767993697
"Ok, this  is the face of a person who, you know, doesn't trust a person.",and this is the face of a prison and you know doesn't trust that person,False,True,3.780732580999029
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",kind i'm sorry it's as though it is a little short on one we had to stop,False,True,4.325723125002696
Would you relax? I know what I am doing. This is how he wears it.,would you relax i know what i am doing this is how he wears a hat,False,True,3.455348714996944
Julie.,dearly,False,True,0.5254496439883951
What?!,what,False,True,0.9611555340088671
Jody!,the jury,False,True,1.965701095003169
You were with Julie?,you wrote it who want to talk,False,True,4.028045437007677
"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.",when i started averages twenty ninth to her because she was my brother's girlfriend,False,True,3.9604650649998803
"And then, one thing led to another and, before I knew it, we were...shopping.",and then some one thing led to another and before i knew it we were,False,True,4.166599791002227
Oh. Oh my God.,on that,False,True,2.0591224920062814
"Honey, wait. We only did it once. It didn't mean anything to me.",it we really didn't know i kept it in the,False,True,5.590618689995608
"Yeah, right.  Sure!",why isn't he,False,True,2.9350499599968316
"Really, Rachel, I was thinking of you the whole time.",right i was the beautiful huh,False,True,2.1430959230056033
"Look, I'm sorry, all right.",what i'm sorry you're right,False,True,2.3292977579985745
I never meant for you to find out!,i never meant for your body,False,True,1.1127837289968738
"Oh, please, you wanted to get caught.",whoa re no i don't want it and ha,False,True,4.327565319996211
That is not true!,what,False,True,1.9312214310048148
"Oh, so you just sort of happened to leave it in here?",i hope they didn't have been deleted,False,True,3.161172895997879
Did it ever occur to you that I might just be that stupid?,we're the only get me back to him,False,True,3.9379503119998844
"Ok, Monica. I just have to know one thing. Did you go with her to",tell him i bet i'd have to know one thing it did you go through bloomingdale's,False,True,5.966880299994955
Yeah!,his father yeah,False,True,1.7991325030016014
I cant say.,i can say,False,True,1.075397601001896
Why?!,okay,False,True,1.5426358799886657
Why not?,on land,False,True,1.249636771986843
I cant say because hes famous.,i can't say it because he's famous,False,True,2.6004104379971977
"Oh my God, who is it?!",how i knew and,False,True,2.195605382003123
"Phoebe, come on, you have to tell us.",the what happened how life,False,True,2.8175541239907034
"Okay, okay. Its James Brolin. James Brolin is the father of my baby.",okay okay it's james brolin up things why him that there might be,False,True,7.165627872993355
As in Barbara Streisands husband James Brolin?,and barbara streisand has been used,False,True,2.8931577960029244
What?! Well he never said that to me!,what we never think that's funny,False,True,2.9535789840010693
In,in this life phoebe,False,True,1.529828376005753
"Oh, this life! Oh okay no, Chandler's is worse.",i'm his life i'll minute salmons is worse,False,True,2.557975157003966
"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",it was real cool remembering stuff like that and that's what memories,False,True,4.164862617006293
Of course you don't sweetie. You're brand new.,what he knows we're back at you,False,True,3.430416974995751
I know Monica's worst Thanksgiving.,i know my listeners thanksgiving,False,True,2.2837855629913975
"Oh, let's not tell this story.",of late nights in a story,False,True,2.0446920079994015
"Oh, come on!",do have you,False,True,2.085776851992705
"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",oh now is that when we die we die might contribute back on his hands,False,True,7.838613490006537
What?! Joey got a turkey stuck on his head?!,what will let's yelling at each bird eats but i can't,False,True,6.216347901994595
"Hey, it's not like it sounds.",it is relative,False,True,1.5763490079989424
It's,sound,False,True,0.6158438429993112
"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",when he knew we had a deal of that new products,False,True,3.1256989470130065
Who was that?,you i didn't know,False,True,2.2371497209969675
Wendy bailed. I have no waitress.,i'm e-mail i have no wait,False,True,1.9967064149968792
Oh... that's too bad. Bye bye.,stupid and up on and when the,False,True,7.388151358012692
Ten dollars an hour.,what an hour,False,True,1.800362818990834
No.,no,False,True,0.7671103030006634
Twelve dollars an hour.,twelve dollars an hour,False,True,1.2884476789913606
"Mon. I wish I could, but I've made plans to walk around.",by protect one that he plans to walk around,False,True,4.539469826006098
"You know, Rachel, when you ran out of your wedding, I was there for you.",when you ran on your wedding i was there for you,False,True,2.4142201810027473
"I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.",i can do all your head and that is i think you twenty dollars an hour,False,True,5.399629965002532
Done.,can you,False,True,2.0519887379923603
"The reactors gonna blow in three seconds, were never gonna make it!",every minute so the reactor blows were never been made,False,True,3.0057748510007514
Youve got to get out of here! Save yourself!,you're gonna get at me at that your child,False,True,2.838498430995969
No! I wont leave you!,no i won't leave,False,True,1.7110073290095897
"Dont worry about me, Im a robot! Im just a machine!!",don't worry about me i'm a while i could end keen,False,True,3.881161200988572
No youre not! Not to me!,no you're not not to me,False,True,1.883169070002623
Oh my God.,let go of,False,True,2.320735073997639
What?,what,False,True,0.9268655129999388
I am,i am extremely talented,False,True,1.976625953000621
"Yeah, youre great! Okay, lets take it from",we're gray of him as an by i mean i was really had in my hands on that,False,True,6.459869265003363
"No, I mean I was really acting my ass off.",of him as they get to ally mean i don't really have denied by him,False,True,5.0730068090051645
"Yeah, I thought I was pretty good too.",one of those big bill,False,True,1.884320191005827
"Oh yeah, youre solid. Yeah, youre just no me.",i as i get us to me,False,True,2.2731444539967924
